ScenarioID,EgoID,Prompt,qwen3-0.6b-highD:latest_Longitudinal_1,qwen3-0.6b-highD:latest_Lateral_1,qwen3-0.6b-highD:latest_Longitudinal_2,qwen3-0.6b-highD:latest_Lateral_2,qwen3-0.6b-highD:latest_Longitudinal_3,qwen3-0.6b-highD:latest_Lateral_3,Trajectory_Longitudinal,Trajectory_Lateral,Safe_Top1,Safe_TopK,MONA_safe,Match_Top1,Match_TopK,Inference_Duration,Reach_Duration
DEU_MONAEast-2_26910_T-26935,16536,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is no left-adjacent lane. There is no right-adjacent lane. 
Your velocity is 13.9 m/s, orientation is 2.527 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 16522: It is driving on the same lane and is 94.2 meters in front of you. Its velocity is 14.2 m/s, orientation is 2.528 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 4.3 sec.
    - car 16526: It is driving on the same lane and is 73.6 meters in front of you. Its velocity is 14.8 m/s, orientation is 2.598 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 3.3 sec.
    - car 16529: It is driving on the same lane and is 35.0 meters in front of you. Its velocity is 14.8 m/s, orientation is 2.545 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 1.7 sec.
",keep,follow_lane,accelerate,follow_lane,decelerate,follow_lane,keep,follow_lane,True,True,True,True,True,0.400038957595825,0.0204074382781982
DEU_MONAEast-2_32604_T-32629,18055,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is a left-adjacent lane with the same direction. There is no right-adjacent lane. 
Your velocity is 18.6 m/s, orientation is 2.598 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 18028: It is driving on the same lane and is 20.1 meters in front of you. Its velocity is 14.7 m/s, orientation is 2.607 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 0.9 sec.
    - car 18050: It is driving on the left-adjacent lane in the same direction and is 2.5 meters in front of you. Its velocity is 19.1 m/s, orientation is 2.601 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 18051: It is driving on the same lane and is 37.6 meters behind you. Its velocity is 15.2 m/s, orientation is 2.568 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 18059: It is driving on the same lane and is 63.7 meters behind you. Its velocity is 14.6 m/s, orientation is 2.551 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 18065: It is driving on the same lane and is 82.5 meters behind you. Its velocity is 14.5 m/s, orientation is 2.530 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 18073: It is driving on the left-adjacent lane in the same direction and is 93.6 meters behind you. Its velocity is 17.9 m/s, orientation is 2.531 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane,decelerate,follow_lane,keep,left,decelerate,follow_lane,True,True,True,False,True,0.386794090270996,0.0324115753173828
DEU_MONAEast-2_41210_T-41235,20042,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is a left-adjacent lane with the same direction. There is no right-adjacent lane. 
Your velocity is 13.3 m/s, orientation is -0.616 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - truck 19991: It is driving on the same lane and is 87.7 meters in front of you. Its velocity is 13.2 m/s, orientation is -0.622 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20003: It is driving on the same lane and is 62.1 meters in front of you. Its velocity is 12.4 m/s, orientation is -0.622 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20013: It is driving on the same lane and is 44.6 meters in front of you. Its velocity is 12.1 m/s, orientation is -0.604 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20025: It is driving on the left-adjacent lane in the same direction and is 76.3 meters in front of you. Its velocity is 17.2 m/s, orientation is -0.615 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20032: It is driving on the same lane and is 14.0 meters in front of you. Its velocity is 13.6 m/s, orientation is -0.625 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20036: It is driving on the left-adjacent lane in the same direction and is 45.8 meters in front of you. Its velocity is 17.7 m/s, orientation is -0.607 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20054: It is driving on the left-adjacent lane in the same direction and is directly aligned with you. Its velocity is 16.6 m/s, orientation is -0.617 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
",keep,follow_lane,accelerate,follow_lane,keep,left,keep,follow_lane,True,True,True,True,True,0.490313053131104,0.0237636566162109
DEU_MONAEast-2_13546_T-13571,13851,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is no left-adjacent lane. There is no right-adjacent lane. 
Your velocity is 16.1 m/s, orientation is 2.531 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
There are no obstacles surrounding you.
",keep,follow_lane,decelerate,follow_lane,accelerate,follow_lane,keep,follow_lane,True,True,True,True,True,0.676125526428223,0.0185761451721191
DEU_MONAEast-2_16666_T-16691,14492,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - right
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is no left-adjacent lane. There is a right-adjacent lane with the same direction. 
Your velocity is 15.8 m/s, orientation is -0.534 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 14467: It is driving on the same lane and is 74.2 meters in front of you. Its velocity is 18.0 m/s, orientation is -0.539 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 14468: It is driving on the right-adjacent lane in the same direction and is 44.8 meters in front of you. Its velocity is 14.9 m/s, orientation is -0.541 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 14475: It is driving on the right-adjacent lane in the same direction and is 23.9 meters in front of you. Its velocity is 12.9 m/s, orientation is -0.533 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 14487: It is driving on the right-adjacent lane in the same direction and is 81.5 meters in front of you. Its velocity is 11.2 m/s, orientation is -0.399 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 14506: It is driving on the right-adjacent lane in the same direction and is 8.8 meters behind you. Its velocity is 15.3 m/s, orientation is -0.536 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 14512: It is driving on the same lane and is 9.5 meters behind you. Its velocity is 16.9 m/s, orientation is -0.529 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
",keep,follow_lane,decelerate,right,accelerate,right,keep,follow_lane,True,True,True,True,True,0.497202157974243,0.023000955581665
DEU_MONAEast-2_41548_T-41573,20138,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is a left-adjacent lane with the same direction. There is no right-adjacent lane. 
Your velocity is 14.4 m/s, orientation is -0.617 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 20115: It is driving on the same lane and is 90.2 meters in front of you. Its velocity is 16.2 m/s, orientation is -0.622 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 30.5 sec.
    - car 20118: It is driving on the same lane and is 24.2 meters in front of you. Its velocity is 15.2 m/s, orientation is -0.616 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 25.4 sec.
    - truck 20120: It is driving on the left-adjacent lane in the same direction and is 81.3 meters in front of you. Its velocity is 17.3 m/s, orientation is -0.607 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20131: It is driving on the left-adjacent lane in the same direction and is 54.9 meters in front of you. Its velocity is 16.7 m/s, orientation is -0.613 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20143: It is driving on the left-adjacent lane in the same direction and is directly aligned with you. Its velocity is 15.3 m/s, orientation is -0.618 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20147: It is driving on the left-adjacent lane in the same direction and is 23.9 meters behind you. Its velocity is 14.2 m/s, orientation is -0.596 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20152: It is driving on the same lane and is 13.1 meters behind you. Its velocity is 13.4 m/s, orientation is -0.598 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 20153: It is driving on the same lane and is 28.1 meters behind you. Its velocity is 14.8 m/s, orientation is -0.586 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 20154: It is driving on the left-adjacent lane in the same direction and is 43.4 meters behind you. Its velocity is 13.3 m/s, orientation is -0.567 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 20161: It is driving on the same lane and is 33.7 meters behind you. Its velocity is 15.0 m/s, orientation is -0.541 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20162: It is driving on the left-adjacent lane in the same direction and is 58.3 meters behind you. Its velocity is 13.4 m/s, orientation is -0.558 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20168: It is driving on the same lane and is 80.1 meters behind you. Its velocity is 16.9 m/s, orientation is -0.540 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 20173: It is driving on the left-adjacent lane in the same direction and is 79.4 meters behind you. Its velocity is 18.7 m/s, orientation is -0.545 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 20197: It is driving on the same lane and is 31.6 meters behind you. Its velocity is 16.4 m/s, orientation is -0.610 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
",keep,follow_lane,keep,left,decelerate,follow_lane,accelerate,follow_lane,True,True,True,False,False,0.842345952987671,0.0238134860992432
DEU_MONAEast-2_8424_T-8449,12518,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is a left-adjacent lane with the same direction. There is no right-adjacent lane. 
Your velocity is 10.9 m/s, orientation is 1.928 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 12525: It is driving on the same lane and is 15.0 meters behind you. Its velocity is 11.5 m/s, orientation is 2.245 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 12529: It is driving on the same lane and is 29.8 meters behind you. Its velocity is 12.0 m/s, orientation is 2.470 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 12532: It is driving on the same lane and is 49.4 meters behind you. Its velocity is 11.8 m/s, orientation is 2.588 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 12547: It is driving on the same lane and is 71.1 meters behind you. Its velocity is 10.3 m/s, orientation is 2.566 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
",keep,follow_lane,decelerate,follow_lane,accelerate,left,keep,follow_lane,True,True,True,True,True,0.866716146469116,0.0307521820068359
DEU_MONAEast-2_13832_T-13857,13910,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is no left-adjacent lane. There is no right-adjacent lane. 
Your velocity is 17.0 m/s, orientation is -0.536 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
There are no obstacles surrounding you.
",keep,follow_lane,decelerate,follow_lane,accelerate,follow_lane,keep,follow_lane,True,True,True,True,True,0.542208671569824,0.017798900604248
DEU_MONAEast-2_21944_T-21969,15570,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is a left-adjacent lane with the same direction. There is no right-adjacent lane. 
Your velocity is 14.8 m/s, orientation is -0.617 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 15559: It is driving on the same lane and is 16.6 meters in front of you. Its velocity is 13.4 m/s, orientation is -0.613 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 19.0 sec.
    - car 15564: It is driving on the left-adjacent lane in the same direction and is 23.8 meters in front of you. Its velocity is 15.7 m/s, orientation is -0.616 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 15572: It is driving on the left-adjacent lane in the same direction and is 6.2 meters in front of you. Its velocity is 16.5 m/s, orientation is -0.618 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 15602: It is driving on the left-adjacent lane in the same direction and is 55.4 meters behind you. Its velocity is 21.0 m/s, orientation is -0.615 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - truck 15616: It is driving on the same lane and is 49.2 meters behind you. Its velocity is 15.0 m/s, orientation is -0.623 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
",accelerate,follow_lane,decelerate,follow_lane,keep,left,keep,follow_lane,True,True,True,False,False,0.845889091491699,0.0192501544952393
DEU_MONAEast-2_30238_T-30263,17303,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is a left-adjacent lane with the same direction. There is no right-adjacent lane. 
Your velocity is 16.9 m/s, orientation is -0.620 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - truck 17321: It is driving on the same lane and is 58.6 meters behind you. Its velocity is 15.3 m/s, orientation is -0.623 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 17323: It is driving on the same lane and is 80.7 meters behind you. Its velocity is 15.9 m/s, orientation is -0.583 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
    - car 17327: It is driving on the left-adjacent lane in the same direction and is 69.5 meters behind you. Its velocity is 17.2 m/s, orientation is -0.616 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is inf sec.
",keep,follow_lane,decelerate,left,accelerate,follow_lane,keep,follow_lane,True,True,True,True,True,0.442975044250488,0.0180983543395996
DEU_MONAEast-2_18616_T-18641,14876,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
  - left
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is a left-adjacent lane with the same direction. There is no right-adjacent lane. 
Your velocity is 12.3 m/s, orientation is 2.534 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
There are no obstacles surrounding you.
",accelerate,follow_lane,keep,left,decelerate,follow_lane,keep,follow_lane,True,True,True,False,False,0.511138677597046,0.02461838722229
DEU_MONAEast-2_31642_T-31667,17860,"You are driving a car and need to make a high-level driving decision.
First, carefully observe the environment.
Then, reason through your decision step by step and present it in natural language.
Finally, return the top 3 advisable longitudinal–lateral action pairs, ranked from best to worst.
Feasible longitudinal actions:
  - accelerate
  - decelerate
  - keep
  - stop
Feasible lateral actions:
  - follow_lane
No past actions recorded. 
 /no_thinkHere is an overview of your environment:
There is no left-adjacent lane. There is no right-adjacent lane. 
Your velocity is 15.2 m/s, orientation is 2.534 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s².
Here is an overview of all relevant obstacles surrounding you:
    - car 17808: It is driving on the same lane and is 87.1 meters in front of you. Its velocity is 14.6 m/s, orientation is 2.543 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 3.9 sec.
    - truck 17851: It is driving on the same lane and is 10.9 meters in front of you. Its velocity is 15.1 m/s, orientation is 2.538 rad, steering angle is 0.000 rad, and acceleration is 0.0 m/s². The time-to-collision is 0.8 sec.
",keep,follow_lane,decelerate,follow_lane,accelerate,follow_lane,decelerate,follow_lane,True,True,True,False,True,0.407204389572144,0.0238687992095947
